"respondent","round","profile","att_1","att_2","att_3","att_4","att_5","dv"
49,1,7,1,1,0,0,0,3
49,1,8,1,1,0,1,1,5
49,2,1,0,0,0,0,0,1
49,2,2,0,0,0,1,1,2
49,2,3,0,1,1,0,1,4
49,2,4,0,1,1,1,0,4
49,2,5,1,0,1,0,1,6
49,2,6,1,0,1,1,0,6
49,2,7,1,1,0,0,0,3
49,2,8,1,1,0,1,1,5
50,1,1,0,0,0,0,0,1
50,1,2,0,0,0,1,1,1
50,1,3,0,1,1,0,1,2
50,1,4,0,1,1,1,0,2
50,1,5,1,0,1,0,1,3
50,1,6,1,0,1,1,0,3
50,1,7,1,1,0,0,0,2
50,1,8,1,1,0,1,1,6
50,2,1,0,0,0,0,0,1
50,2,2,0,0,0,1,1,2
50,2,3,0,1,1,0,1,2
50,2,4,0,1,1,1,0,1
50,2,5,1,0,1,0,1,5
50,2,6,1,0,1,1,0,4
50,2,7,1,1,0,0,0,4
50,2,8,1,1,0,1,1,6
51,1,1,0,0,0,0,0,1
51,1,2,0,0,0,1,1,2
51,1,3,0,1,1,0,1,1
51,1,4,0,1,1,1,0,2
51,1,5,1,0,1,0,1,5
51,1,6,1,0,1,1,0,5
51,1,7,1,1,0,0,0,5
51,1,8,1,1,0,1,1,6
51,2,1,0,0,0,0,0,1
51,2,2,0,0,0,1,1,2
51,2,3,0,1,1,0,1,2
51,2,4,0,1,1,1,0,2
51,2,5,1,0,1,0,1,6
51,2,6,1,0,1,1,0,5
51,2,7,1,1,0,0,0,7
51,2,8,1,1,0,1,1,7
52,1,1,0,0,0,0,0,1
52,1,2,0,0,0,1,1,2
52,1,3,0,1,1,0,1,3
52,1,4,0,1,1,1,0,6
52,1,5,1,0,1,0,1,3
52,1,6,1,0,1,1,0,6
52,1,7,1,1,0,0,0,4
52,1,8,1,1,0,1,1,4
52,2,1,0,0,0,0,0,1
52,2,2,0,0,0,1,1,3
52,2,3,0,1,1,0,1,3
52,2,4,0,1,1,1,0,6
52,2,5,1,0,1,0,1,4
52,2,6,1,0,1,1,0,6
52,2,7,1,1,0,0,0,3
52,2,8,1,1,0,1,1,3
53,1,1,0,0,0,0,0,1
53,1,2,0,0,0,1,1,2
53,1,3,0,1,1,0,1,4
53,1,4,0,1,1,1,0,4
53,1,5,1,0,1,0,1,5
53,1,6,1,0,1,1,0,6
53,1,7,1,1,0,0,0,3
53,1,8,1,1,0,1,1,3
53,2,1,0,0,0,0,0,1
53,2,2,0,0,0,1,1,1
53,2,3,0,1,1,0,1,5
53,2,4,0,1,1,1,0,5
53,2,5,1,0,1,0,1,5
53,2,6,1,0,1,1,0,6
53,2,7,1,1,0,0,0,3
53,2,8,1,1,0,1,1,3
54,1,1,0,0,0,0,0,1
54,1,2,0,0,0,1,1,3
54,1,3,0,1,1,0,1,4
54,1,4,0,1,1,1,0,4
54,1,5,1,0,1,0,1,5
54,1,6,1,0,1,1,0,5
54,1,7,1,1,0,0,0,3
54,1,8,1,1,0,1,1,6
54,2,1,0,0,0,0,0,1
54,2,2,0,0,0,1,1,5
54,2,3,0,1,1,0,1,4
54,2,4,0,1,1,1,0,6
54,2,5,1,0,1,0,1,4
54,2,6,1,0,1,1,0,6
54,2,7,1,1,0,0,0,3
54,2,8,1,1,0,1,1,6
55,1,1,0,0,0,0,0,1
55,1,2,0,0,0,1,1,2
55,1,3,0,1,1,0,1,3
55,1,4,0,1,1,1,0,3
55,1,5,1,0,1,0,1,4
55,1,6,1,0,1,1,0,6
55,1,7,1,1,0,0,0,4
55,1,8,1,1,0,1,1,7
55,2,1,0,0,0,0,0,1
55,2,2,0,0,0,1,1,2
55,2,3,0,1,1,0,1,2
55,2,4,0,1,1,1,0,3
55,2,5,1,0,1,0,1,3
55,2,6,1,0,1,1,0,5
55,2,7,1,1,0,0,0,3
55,2,8,1,1,0,1,1,6
56,1,1,0,0,0,0,0,1
56,1,2,0,0,0,1,1,2
56,1,3,0,1,1,0,1,4
56,1,4,0,1,1,1,0,5
56,1,5,1,0,1,0,1,5
56,1,6,1,0,1,1,0,5
56,1,7,1,1,0,0,0,4
56,1,8,1,1,0,1,1,6
56,2,1,0,0,0,0,0,1
56,2,2,0,0,0,1,1,3
56,2,3,0,1,1,0,1,5
56,2,4,0,1,1,1,0,6
56,2,5,1,0,1,0,1,5
56,2,6,1,0,1,1,0,5
56,2,7,1,1,0,0,0,6
56,2,8,1,1,0,1,1,6
57,1,1,0,0,0,0,0,1
57,1,2,0,0,0,1,1,3
57,1,3,0,1,1,0,1,5
57,1,4,0,1,1,1,0,5
57,1,5,1,0,1,0,1,5
57,1,6,1,0,1,1,0,5
57,1,7,1,1,0,0,0,5
57,1,8,1,1,0,1,1,6
57,2,1,0,0,0,0,0,1
57,2,2,0,0,0,1,1,3
57,2,3,0,1,1,0,1,5
57,2,4,0,1,1,1,0,5
57,2,5,1,0,1,0,1,5
57,2,6,1,0,1,1,0,5
57,2,7,1,1,0,0,0,3
57,2,8,1,1,0,1,1,6
58,1,1,0,0,0,0,0,1
58,1,2,0,0,0,1,1,1
58,1,3,0,1,1,0,1,4
58,1,4,0,1,1,1,0,5
58,1,5,1,0,1,0,1,5
58,1,6,1,0,1,1,0,5
58,1,7,1,1,0,0,0,3
58,1,8,1,1,0,1,1,4
58,2,1,0,0,0,0,0,1
58,2,2,0,0,0,1,1,3
58,2,3,0,1,1,0,1,5
58,2,4,0,1,1,1,0,5
58,2,5,1,0,1,0,1,5
58,2,6,1,0,1,1,0,5
58,2,7,1,1,0,0,0,2
58,2,8,1,1,0,1,1,5
59,1,1,0,0,0,0,0,1
59,1,2,0,0,0,1,1,2
59,1,3,0,1,1,0,1,3
59,1,4,0,1,1,1,0,4
59,1,5,1,0,1,0,1,5
59,1,6,1,0,1,1,0,6
59,1,7,1,1,0,0,0,5
59,1,8,1,1,0,1,1,6
59,2,1,0,0,0,0,0,1
59,2,2,0,0,0,1,1,2
59,2,3,0,1,1,0,1,2
59,2,4,0,1,1,1,0,3
59,2,5,1,0,1,0,1,2
59,2,6,1,0,1,1,0,5
59,2,7,1,1,0,0,0,4
59,2,8,1,1,0,1,1,6
60,1,1,0,0,0,0,0,1
60,1,2,0,0,0,1,1,3
60,1,3,0,1,1,0,1,4
60,1,4,0,1,1,1,0,2
60,1,5,1,0,1,0,1,5
60,1,6,1,0,1,1,0,4
60,1,7,1,1,0,0,0,2
60,1,8,1,1,0,1,1,6
60,2,1,0,0,0,0,0,1
60,2,2,0,0,0,1,1,2
60,2,3,0,1,1,0,1,5
60,2,4,0,1,1,1,0,4
60,2,5,1,0,1,0,1,5
60,2,6,1,0,1,1,0,4
60,2,7,1,1,0,0,0,3
60,2,8,1,1,0,1,1,6
61,1,1,0,0,0,0,0,1
61,1,2,0,0,0,1,1,4
61,1,3,0,1,1,0,1,2
61,1,4,0,1,1,1,0,4
61,1,5,1,0,1,0,1,5
61,1,6,1,0,1,1,0,5
61,1,7,1,1,0,0,0,2
61,1,8,1,1,0,1,1,3
61,2,1,0,0,0,0,0,1
61,2,2,0,0,0,1,1,4
61,2,3,0,1,1,0,1,3
61,2,4,0,1,1,1,0,4
61,2,5,1,0,1,0,1,5
61,2,6,1,0,1,1,0,5
61,2,7,1,1,0,0,0,3
61,2,8,1,1,0,1,1,3
62,1,1,0,0,0,0,0,1
62,1,2,0,0,0,1,1,3
62,1,3,0,1,1,0,1,3
62,1,4,0,1,1,1,0,4
62,1,5,1,0,1,0,1,3
62,1,6,1,0,1,1,0,3
62,1,7,1,1,0,0,0,3
62,1,8,1,1,0,1,1,3
62,2,1,0,0,0,0,0,1
62,2,2,0,0,0,1,1,2
62,2,3,0,1,1,0,1,1
62,2,4,0,1,1,1,0,3
62,2,5,1,0,1,0,1,3
62,2,6,1,0,1,1,0,5
62,2,7,1,1,0,0,0,3
62,2,8,1,1,0,1,1,2
63,1,1,0,0,0,0,0,1
63,1,2,0,0,0,1,1,3
63,1,3,0,1,1,0,1,4
63,1,4,0,1,1,1,0,4
63,1,5,1,0,1,0,1,5
63,1,6,1,0,1,1,0,6
63,1,7,1,1,0,0,0,4
63,1,8,1,1,0,1,1,5
63,2,1,0,0,0,0,0,1
63,2,2,0,0,0,1,1,3
63,2,3,0,1,1,0,1,4
63,2,4,0,1,1,1,0,4
63,2,5,1,0,1,0,1,5
63,2,6,1,0,1,1,0,5
63,2,7,1,1,0,0,0,4
63,2,8,1,1,0,1,1,5
64,1,1,0,0,0,0,0,1
64,1,2,0,0,0,1,1,2
64,1,3,0,1,1,0,1,5
64,1,4,0,1,1,1,0,6
64,1,5,1,0,1,0,1,5
64,1,6,1,0,1,1,0,6
64,1,7,1,1,0,0,0,4
64,1,8,1,1,0,1,1,5
64,2,1,0,0,0,0,0,1
64,2,2,0,0,0,1,1,2
64,2,3,0,1,1,0,1,5
64,2,4,0,1,1,1,0,6
64,2,5,1,0,1,0,1,5
64,2,6,1,0,1,1,0,6
64,2,7,1,1,0,0,0,4
64,2,8,1,1,0,1,1,6
65,1,1,0,0,0,0,0,1
65,1,2,0,0,0,1,1,1
65,1,3,0,1,1,0,1,1
65,1,4,0,1,1,1,0,1
65,1,5,1,0,1,0,1,7
65,1,6,1,0,1,1,0,7
65,1,7,1,1,0,0,0,3
65,1,8,1,1,0,1,1,5
65,2,1,0,0,0,0,0,1
65,2,2,0,0,0,1,1,1
65,2,3,0,1,1,0,1,1
65,2,4,0,1,1,1,0,1
65,2,5,1,0,1,0,1,7
65,2,6,1,0,1,1,0,7
65,2,7,1,1,0,0,0,6
65,2,8,1,1,0,1,1,5
66,1,1,0,0,0,0,0,2
66,1,2,0,0,0,1,1,3
66,1,3,0,1,1,0,1,5
66,1,4,0,1,1,1,0,5
66,1,5,1,0,1,0,1,5
66,1,6,1,0,1,1,0,5
66,1,7,1,1,0,0,0,6
66,1,8,1,1,0,1,1,5
66,2,1,0,0,0,0,0,1
66,2,2,0,0,0,1,1,2
66,2,3,0,1,1,0,1,4
66,2,4,0,1,1,1,0,5
66,2,5,1,0,1,0,1,6
66,2,6,1,0,1,1,0,5
66,2,7,1,1,0,0,0,4
66,2,8,1,1,0,1,1,5
67,1,1,0,0,0,0,0,1
67,1,2,0,0,0,1,1,1
67,1,3,0,1,1,0,1,4
67,1,4,0,1,1,1,0,4
67,1,5,1,0,1,0,1,5
67,1,6,1,0,1,1,0,5
67,1,7,1,1,0,0,0,6
67,1,8,1,1,0,1,1,5
67,2,1,0,0,0,0,0,1
67,2,2,0,0,0,1,1,2
67,2,3,0,1,1,0,1,4
67,2,4,0,1,1,1,0,4
67,2,5,1,0,1,0,1,5
67,2,6,1,0,1,1,0,5
67,2,7,1,1,0,0,0,5
67,2,8,1,1,0,1,1,5
68,1,1,0,0,0,0,0,1
68,1,2,0,0,0,1,1,2
68,1,3,0,1,1,0,1,3
68,1,4,0,1,1,1,0,3
68,1,5,1,0,1,0,1,5
68,1,6,1,0,1,1,0,5
68,1,7,1,1,0,0,0,4
68,1,8,1,1,0,1,1,5
68,2,1,0,0,0,0,0,1
68,2,2,0,0,0,1,1,3
68,2,3,0,1,1,0,1,4
68,2,4,0,1,1,1,0,4
68,2,5,1,0,1,0,1,5
68,2,6,1,0,1,1,0,5
68,2,7,1,1,0,0,0,2
68,2,8,1,1,0,1,1,5
69,1,1,0,0,0,0,0,1
69,1,2,0,0,0,1,1,5
69,1,3,0,1,1,0,1,5
69,1,4,0,1,1,1,0,5
69,1,5,1,0,1,0,1,5
69,1,6,1,0,1,1,0,5
69,1,7,1,1,0,0,0,5
69,1,8,1,1,0,1,1,6
69,2,1,0,0,0,0,0,1
69,2,2,0,0,0,1,1,5
69,2,3,0,1,1,0,1,4
69,2,4,0,1,1,1,0,5
69,2,5,1,0,1,0,1,5
69,2,6,1,0,1,1,0,6
69,2,7,1,1,0,0,0,4
69,2,8,1,1,0,1,1,6
70,1,1,0,0,0,0,0,1
70,1,2,0,0,0,1,1,2
70,1,3,0,1,1,0,1,4
70,1,4,0,1,1,1,0,5
70,1,5,1,0,1,0,1,6
70,1,6,1,0,1,1,0,6
70,1,7,1,1,0,0,0,6
70,1,8,1,1,0,1,1,7
70,2,1,0,0,0,0,0,1
70,2,2,0,0,0,1,1,2
70,2,3,0,1,1,0,1,3
70,2,4,0,1,1,1,0,5
70,2,5,1,0,1,0,1,6
70,2,6,1,0,1,1,0,6
70,2,7,1,1,0,0,0,6
70,2,8,1,1,0,1,1,7
71,1,1,0,0,0,0,0,1
71,1,2,0,0,0,1,1,4
71,1,3,0,1,1,0,1,5
71,1,4,0,1,1,1,0,4
71,1,5,1,0,1,0,1,4
71,1,6,1,0,1,1,0,4
71,1,7,1,1,0,0,0,3
71,1,8,1,1,0,1,1,6
71,2,1,0,0,0,0,0,1
71,2,2,0,0,0,1,1,4
71,2,3,0,1,1,0,1,4
71,2,4,0,1,1,1,0,4
71,2,5,1,0,1,0,1,4
71,2,6,1,0,1,1,0,4
71,2,7,1,1,0,0,0,3
71,2,8,1,1,0,1,1,5
72,1,1,0,0,0,0,0,1
72,1,2,0,0,0,1,1,2
72,1,3,0,1,1,0,1,2
72,1,4,0,1,1,1,0,3
72,1,5,1,0,1,0,1,5
72,1,6,1,0,1,1,0,6
72,1,7,1,1,0,0,0,4
72,1,8,1,1,0,1,1,5
72,2,1,0,0,0,0,0,1
72,2,2,0,0,0,1,1,2
72,2,3,0,1,1,0,1,4
72,2,4,0,1,1,1,0,4
72,2,5,1,0,1,0,1,6
72,2,6,1,0,1,1,0,6
72,2,7,1,1,0,0,0,5
72,2,8,1,1,0,1,1,5
73,1,1,0,0,0,0,0,2
73,1,2,0,0,0,1,1,3
73,1,3,0,1,1,0,1,5
73,1,4,0,1,1,1,0,4
73,1,5,1,0,1,0,1,4
73,1,6,1,0,1,1,0,5
73,1,7,1,1,0,0,0,4
73,1,8,1,1,0,1,1,6
73,2,1,0,0,0,0,0,1
73,2,2,0,0,0,1,1,2
73,2,3,0,1,1,0,1,4
73,2,4,0,1,1,1,0,5
73,2,5,1,0,1,0,1,4
73,2,6,1,0,1,1,0,5
73,2,7,1,1,0,0,0,5
73,2,8,1,1,0,1,1,6
74,1,1,0,0,0,0,0,1
74,1,2,0,0,0,1,1,2
74,1,3,0,1,1,0,1,3
74,1,4,0,1,1,1,0,5
74,1,5,1,0,1,0,1,6
74,1,6,1,0,1,1,0,6
74,1,7,1,1,0,0,0,5
74,1,8,1,1,0,1,1,5
74,2,1,0,0,0,0,0,1
74,2,2,0,0,0,1,1,2
74,2,3,0,1,1,0,1,4
74,2,4,0,1,1,1,0,5
74,2,5,1,0,1,0,1,5
74,2,6,1,0,1,1,0,6
74,2,7,1,1,0,0,0,5
74,2,8,1,1,0,1,1,6
75,1,1,0,0,0,0,0,1
75,1,2,0,0,0,1,1,2
75,1,3,0,1,1,0,1,4
75,1,4,0,1,1,1,0,4
75,1,5,1,0,1,0,1,5
75,1,6,1,0,1,1,0,6
75,1,7,1,1,0,0,0,5
75,1,8,1,1,0,1,1,6
75,2,1,0,0,0,0,0,1
75,2,2,0,0,0,1,1,3
75,2,3,0,1,1,0,1,3
75,2,4,0,1,1,1,0,5
75,2,5,1,0,1,0,1,5
75,2,6,1,0,1,1,0,6
75,2,7,1,1,0,0,0,7
75,2,8,1,1,0,1,1,7
